Mon Nov  1 09:39:38 2021
Program 5: 2s geradeaus bei 0.5m/s, 1s Drehung nach rechts bei +-0.5m/s, 4 Wiederholungen
{'Time': 9650, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 5.55, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 1148}
{'Time': 10747, 'Left_wheel_dist': -529, 'Right_wheel_dist': -458, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 10847, 'Left_wheel_dist': -577, 'Right_wheel_dist': -506, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 10947, 'Left_wheel_dist': -630, 'Right_wheel_dist': -555, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11047, 'Left_wheel_dist': -679, 'Right_wheel_dist': -599, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11147, 'Left_wheel_dist': -730, 'Right_wheel_dist': -642, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11255, 'Left_wheel_dist': -785, 'Right_wheel_dist': -697, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 11355, 'Left_wheel_dist': -839, 'Right_wheel_dist': -746, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11454, 'Left_wheel_dist': -885, 'Right_wheel_dist': -792, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11553, 'Left_wheel_dist': -938, 'Right_wheel_dist': -839, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11649, 'Left_wheel_dist': -956, 'Right_wheel_dist': -889, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11753, 'Left_wheel_dist': -958, 'Right_wheel_dist': -945, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 11848, 'Left_wheel_dist': -958, 'Right_wheel_dist': -989, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11951, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1036, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 12053, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1089, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12148, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1137, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.87, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12253, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1186, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 21, 'Acc_Accu': 9}
{'Time': 12355, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1235, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12450, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1284, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12553, 'Left_wheel_dist': -958, 'Right_wheel_dist': -1339, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12653, 'Left_wheel_dist': -996, 'Right_wheel_dist': -1383, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.38, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12752, 'Left_wheel_dist': -1047, 'Right_wheel_dist': -1430, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12852, 'Left_wheel_dist': -1093, 'Right_wheel_dist': -1478, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12952, 'Left_wheel_dist': -1146, 'Right_wheel_dist': -1532, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13052, 'Left_wheel_dist': -1195, 'Right_wheel_dist': -1578, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.84, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13152, 'Left_wheel_dist': -1248, 'Right_wheel_dist': -1627, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13252, 'Left_wheel_dist': -1297, 'Right_wheel_dist': -1680, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13352, 'Left_wheel_dist': -1350, 'Right_wheel_dist': -1735, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13451, 'Left_wheel_dist': -1396, 'Right_wheel_dist': -1782, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13550, 'Left_wheel_dist': -1447, 'Right_wheel_dist': -1828, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13650, 'Left_wheel_dist': -1496, 'Right_wheel_dist': -1879, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13750, 'Left_wheel_dist': -1549, 'Right_wheel_dist': -1930, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13850, 'Left_wheel_dist': -1598, 'Right_wheel_dist': -1979, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13950, 'Left_wheel_dist': -1653, 'Right_wheel_dist': -2027, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14050, 'Left_wheel_dist': -1700, 'Right_wheel_dist': -2078, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14150, 'Left_wheel_dist': -1753, 'Right_wheel_dist': -2129, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14251, 'Left_wheel_dist': -1799, 'Right_wheel_dist': -2178, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.87, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14350, 'Left_wheel_dist': -1853, 'Right_wheel_dist': -2224, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14450, 'Left_wheel_dist': -1899, 'Right_wheel_dist': -2273, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14551, 'Left_wheel_dist': -1952, 'Right_wheel_dist': -2326, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14655, 'Left_wheel_dist': -1968, 'Right_wheel_dist': -2377, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 14750, 'Left_wheel_dist': -1970, 'Right_wheel_dist': -2426, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14854, 'Left_wheel_dist': -1968, 'Right_wheel_dist': -2481, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.51, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 14957, 'Left_wheel_dist': -1968, 'Right_wheel_dist': -2539, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 15052, 'Left_wheel_dist': -1965, 'Right_wheel_dist': -2585, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.51, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15156, 'Left_wheel_dist': -1963, 'Right_wheel_dist': -2632, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.51, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 15251, 'Left_wheel_dist': -1959, 'Right_wheel_dist': -2683, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.51, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15354, 'Left_wheel_dist': -1952, 'Right_wheel_dist': -2736, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.51, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 15457, 'Left_wheel_dist': -1948, 'Right_wheel_dist': -2785, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 15553, 'Left_wheel_dist': -1943, 'Right_wheel_dist': -2833, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15653, 'Left_wheel_dist': -1974, 'Right_wheel_dist': -2884, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15753, 'Left_wheel_dist': -1999, 'Right_wheel_dist': -2935, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15852, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -2982, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.50, 'IMU_Acc_x': 0.38, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15952, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3024, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16052, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3070, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16152, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3123, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16252, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3170, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16352, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3218, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16452, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3272, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16560, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3331, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.87, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 16657, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3378, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16756, 'Left_wheel_dist': -2021, 'Right_wheel_dist': -3424, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16857, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3475, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.47, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.87, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16954, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3526, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17053, 'Left_wheel_dist': -2021, 'Right_wheel_dist': -3573, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17161, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3624, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 17259, 'Left_wheel_dist': -2021, 'Right_wheel_dist': -3675, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.38, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17357, 'Left_wheel_dist': -2021, 'Right_wheel_dist': -3728, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17456, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3772, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17555, 'Left_wheel_dist': -2019, 'Right_wheel_dist': -3818, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.48, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17658, 'Left_wheel_dist': -2001, 'Right_wheel_dist': -3869, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 17755, 'Left_wheel_dist': -1985, 'Right_wheel_dist': -3923, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17858, 'Left_wheel_dist': -1979, 'Right_wheel_dist': -3973, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 17954, 'Left_wheel_dist': -1977, 'Right_wheel_dist': -4022, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 5.49, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 20, 'Acc_Accu': 8}
