Tue Aug  3 17:30:31 2021
Program 1: 10s Geradeaus bei 0.5m/s
{'Time': 9651, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 5.85, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 1145}
{'Time': 11049, 'Left_wheel_dist': -710, 'Right_wheel_dist': -650, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.83, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11150, 'Left_wheel_dist': -759, 'Right_wheel_dist': -701, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.83, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11251, 'Left_wheel_dist': -814, 'Right_wheel_dist': -750, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.82, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11353, 'Left_wheel_dist': -863, 'Right_wheel_dist': -797, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.82, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 8}
{'Time': 11451, 'Left_wheel_dist': -916, 'Right_wheel_dist': -847, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.82, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11550, 'Left_wheel_dist': -963, 'Right_wheel_dist': -896, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.82, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11650, 'Left_wheel_dist': -1016, 'Right_wheel_dist': -945, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.82, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.76, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11750, 'Left_wheel_dist': -1064, 'Right_wheel_dist': -991, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.82, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11851, 'Left_wheel_dist': -1118, 'Right_wheel_dist': -1044, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11953, 'Left_wheel_dist': -1166, 'Right_wheel_dist': -1098, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12053, 'Left_wheel_dist': -1222, 'Right_wheel_dist': -1142, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12154, 'Left_wheel_dist': -1270, 'Right_wheel_dist': -1188, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12255, 'Left_wheel_dist': -1321, 'Right_wheel_dist': -1239, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12356, 'Left_wheel_dist': -1370, 'Right_wheel_dist': -1290, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.76, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12455, 'Left_wheel_dist': -1421, 'Right_wheel_dist': -1339, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12554, 'Left_wheel_dist': -1470, 'Right_wheel_dist': -1385, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12654, 'Left_wheel_dist': -1523, 'Right_wheel_dist': -1441, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12755, 'Left_wheel_dist': -1574, 'Right_wheel_dist': -1494, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.81, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12856, 'Left_wheel_dist': -1624, 'Right_wheel_dist': -1540, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.80, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12948, 'Left_wheel_dist': -1669, 'Right_wheel_dist': -1582, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.80, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 7}
{'Time': 13049, 'Left_wheel_dist': -1722, 'Right_wheel_dist': -1636, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.80, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13151, 'Left_wheel_dist': -1771, 'Right_wheel_dist': -1686, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.79, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13252, 'Left_wheel_dist': -1822, 'Right_wheel_dist': -1735, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13352, 'Left_wheel_dist': -1870, 'Right_wheel_dist': -1784, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.79, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13453, 'Left_wheel_dist': -1923, 'Right_wheel_dist': -1839, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13554, 'Left_wheel_dist': -1974, 'Right_wheel_dist': -1892, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13656, 'Left_wheel_dist': -2027, 'Right_wheel_dist': -1939, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13754, 'Left_wheel_dist': -2076, 'Right_wheel_dist': -1983, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13853, 'Left_wheel_dist': -2125, 'Right_wheel_dist': -2034, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13953, 'Left_wheel_dist': -2174, 'Right_wheel_dist': -2085, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14053, 'Left_wheel_dist': -2224, 'Right_wheel_dist': -2134, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14154, 'Left_wheel_dist': -2273, 'Right_wheel_dist': -2182, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14256, 'Left_wheel_dist': -2326, 'Right_wheel_dist': -2238, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14355, 'Left_wheel_dist': -2377, 'Right_wheel_dist': -2289, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14455, 'Left_wheel_dist': -2428, 'Right_wheel_dist': -2337, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.78, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14556, 'Left_wheel_dist': -2477, 'Right_wheel_dist': -2382, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14657, 'Left_wheel_dist': -2528, 'Right_wheel_dist': -2435, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14758, 'Left_wheel_dist': -2579, 'Right_wheel_dist': -2486, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14850, 'Left_wheel_dist': -2623, 'Right_wheel_dist': -2530, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 7}
{'Time': 14950, 'Left_wheel_dist': -2674, 'Right_wheel_dist': -2579, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.77, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15051, 'Left_wheel_dist': -2725, 'Right_wheel_dist': -2634, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15153, 'Left_wheel_dist': -2778, 'Right_wheel_dist': -2687, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 15254, 'Left_wheel_dist': -2829, 'Right_wheel_dist': -2734, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15355, 'Left_wheel_dist': -2878, 'Right_wheel_dist': -2780, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15456, 'Left_wheel_dist': -2926, 'Right_wheel_dist': -2831, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15555, 'Left_wheel_dist': -2975, 'Right_wheel_dist': -2884, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15655, 'Left_wheel_dist': -3026, 'Right_wheel_dist': -2931, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15756, 'Left_wheel_dist': -3072, 'Right_wheel_dist': -2979, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15857, 'Left_wheel_dist': -3126, 'Right_wheel_dist': -3035, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.75, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 15959, 'Left_wheel_dist': -3176, 'Right_wheel_dist': -3088, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 5.75, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 8}
{'Time': 16057, 'Left_wheel_dist': -3225, 'Right_wheel_dist': -3134, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16157, 'Left_wheel_dist': -3274, 'Right_wheel_dist': -3181, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16258, 'Left_wheel_dist': -3325, 'Right_wheel_dist': -3234, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.75, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.76, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16358, 'Left_wheel_dist': -3376, 'Right_wheel_dist': -3285, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.75, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16459, 'Left_wheel_dist': -3427, 'Right_wheel_dist': -3334, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.75, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16559, 'Left_wheel_dist': -3475, 'Right_wheel_dist': -3380, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16657, 'Left_wheel_dist': -3526, 'Right_wheel_dist': -3433, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16756, 'Left_wheel_dist': -3577, 'Right_wheel_dist': -3486, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16857, 'Left_wheel_dist': -3626, 'Right_wheel_dist': -3533, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16958, 'Left_wheel_dist': -3677, 'Right_wheel_dist': -3577, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17058, 'Left_wheel_dist': -3725, 'Right_wheel_dist': -3630, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17160, 'Left_wheel_dist': -3776, 'Right_wheel_dist': -3681, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 8}
{'Time': 17251, 'Left_wheel_dist': -3821, 'Right_wheel_dist': -3725, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 7}
{'Time': 17352, 'Left_wheel_dist': -3872, 'Right_wheel_dist': -3774, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17454, 'Left_wheel_dist': -3923, 'Right_wheel_dist': -3830, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17552, 'Left_wheel_dist': -3973, 'Right_wheel_dist': -3883, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17652, 'Left_wheel_dist': -4024, 'Right_wheel_dist': -3929, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17754, 'Left_wheel_dist': -4075, 'Right_wheel_dist': -3976, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 8}
{'Time': 17855, 'Left_wheel_dist': -4124, 'Right_wheel_dist': -4029, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17956, 'Left_wheel_dist': -4175, 'Right_wheel_dist': -4082, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 18057, 'Left_wheel_dist': -4226, 'Right_wheel_dist': -4128, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 5.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.77, 'Loop_dt': 21, 'Acc_Accu': 8}
