Mon Feb  8 15:08:23 2021
Program 1: 10s Geradeaus bei 0.5m/s
{'Time': 9648, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 3.65, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.21, 'IMU_Acc_z': 9.89, 'Loop_dt': 20, 'Acc_Accu': 1145}
{'Time': 10748, 'Left_wheel_dist': -553, 'Right_wheel_dist': -573, 'IMU_roll': 0.00, 'IMU_pitch': 0.07, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.65, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.61, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 10848, 'Left_wheel_dist': -606, 'Right_wheel_dist': -624, 'IMU_roll': -0.04, 'IMU_pitch': 0.03, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.81, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 10956, 'Left_wheel_dist': -659, 'Right_wheel_dist': -688, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.65, 'IMU_Acc_x': 0.62, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 10.15, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 11056, 'Left_wheel_dist': -712, 'Right_wheel_dist': -741, 'IMU_roll': -0.02, 'IMU_pitch': 0.06, 'IMU_yaw': 3.64, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': -0.34, 'IMU_Acc_z': 9.79, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11156, 'Left_wheel_dist': -763, 'Right_wheel_dist': -790, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.94, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11256, 'Left_wheel_dist': -819, 'Right_wheel_dist': -841, 'IMU_roll': 0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.92, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11357, 'Left_wheel_dist': -865, 'Right_wheel_dist': -896, 'IMU_roll': -0.04, 'IMU_pitch': 0.03, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 10.01, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11457, 'Left_wheel_dist': -920, 'Right_wheel_dist': -947, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.44, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11556, 'Left_wheel_dist': -967, 'Right_wheel_dist': -998, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.94, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11657, 'Left_wheel_dist': -1020, 'Right_wheel_dist': -1049, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.92, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11757, 'Left_wheel_dist': -1069, 'Right_wheel_dist': -1104, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11857, 'Left_wheel_dist': -1122, 'Right_wheel_dist': -1155, 'IMU_roll': -0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.57, 'IMU_Acc_y': -0.28, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11950, 'Left_wheel_dist': -1166, 'Right_wheel_dist': -1202, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.70, 'Loop_dt': 20, 'Acc_Accu': 7}
{'Time': 12049, 'Left_wheel_dist': -1219, 'Right_wheel_dist': -1250, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.91, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12150, 'Left_wheel_dist': -1268, 'Right_wheel_dist': -1306, 'IMU_roll': -0.05, 'IMU_pitch': 0.03, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.57, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 10.15, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12251, 'Left_wheel_dist': -1321, 'Right_wheel_dist': -1354, 'IMU_roll': -0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': -0.31, 'IMU_Acc_z': 9.89, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12351, 'Left_wheel_dist': -1370, 'Right_wheel_dist': -1403, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12450, 'Left_wheel_dist': -1423, 'Right_wheel_dist': -1454, 'IMU_roll': -0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12551, 'Left_wheel_dist': -1470, 'Right_wheel_dist': -1512, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.29, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12651, 'Left_wheel_dist': -1523, 'Right_wheel_dist': -1560, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.92, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12751, 'Left_wheel_dist': -1574, 'Right_wheel_dist': -1607, 'IMU_roll': -0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 3.72, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12852, 'Left_wheel_dist': -1629, 'Right_wheel_dist': -1660, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 3.72, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12952, 'Left_wheel_dist': -1675, 'Right_wheel_dist': -1713, 'IMU_roll': -0.03, 'IMU_pitch': 0.08, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.74, 'IMU_Acc_y': -0.18, 'IMU_Acc_z': 10.45, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13051, 'Left_wheel_dist': -1724, 'Right_wheel_dist': -1755, 'IMU_roll': -0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 3.70, 'IMU_Acc_x': -0.41, 'IMU_Acc_y': -0.75, 'IMU_Acc_z': 9.04, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13152, 'Left_wheel_dist': -1775, 'Right_wheel_dist': -1804, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.25, 'IMU_Acc_z': 9.92, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13252, 'Left_wheel_dist': -1826, 'Right_wheel_dist': -1859, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.83, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13352, 'Left_wheel_dist': -1875, 'Right_wheel_dist': -1915, 'IMU_roll': -0.05, 'IMU_pitch': 0.03, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.54, 'IMU_Acc_y': -0.39, 'IMU_Acc_z': 10.44, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13452, 'Left_wheel_dist': -1928, 'Right_wheel_dist': -1961, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.74, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13552, 'Left_wheel_dist': -1979, 'Right_wheel_dist': -2010, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.48, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13651, 'Left_wheel_dist': -2030, 'Right_wheel_dist': -2061, 'IMU_roll': -0.02, 'IMU_pitch': 0.06, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.47, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13751, 'Left_wheel_dist': -2078, 'Right_wheel_dist': -2112, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.18, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13852, 'Left_wheel_dist': -2129, 'Right_wheel_dist': -2160, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 10.00, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13953, 'Left_wheel_dist': -2180, 'Right_wheel_dist': -2209, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': -0.17, 'IMU_Acc_z': 9.78, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14052, 'Left_wheel_dist': -2231, 'Right_wheel_dist': -2264, 'IMU_roll': 0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.83, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14152, 'Left_wheel_dist': -2280, 'Right_wheel_dist': -2317, 'IMU_roll': -0.05, 'IMU_pitch': 0.04, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.45, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14253, 'Left_wheel_dist': -2331, 'Right_wheel_dist': -2364, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.55, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14352, 'Left_wheel_dist': -2384, 'Right_wheel_dist': -2410, 'IMU_roll': -0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.93, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14453, 'Left_wheel_dist': -2435, 'Right_wheel_dist': -2464, 'IMU_roll': -0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.96, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14554, 'Left_wheel_dist': -2486, 'Right_wheel_dist': -2517, 'IMU_roll': -0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.59, 'IMU_Acc_y': -0.56, 'IMU_Acc_z': 9.82, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14652, 'Left_wheel_dist': -2537, 'Right_wheel_dist': -2565, 'IMU_roll': -0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.54, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 10.32, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14761, 'Left_wheel_dist': -2588, 'Right_wheel_dist': -2616, 'IMU_roll': -0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 3.66, 'IMU_Acc_x': 0.16, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.19, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 14860, 'Left_wheel_dist': -2636, 'Right_wheel_dist': -2669, 'IMU_roll': -0.04, 'IMU_pitch': 0.05, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.44, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 10.02, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14959, 'Left_wheel_dist': -2687, 'Right_wheel_dist': -2725, 'IMU_roll': -0.04, 'IMU_pitch': 0.04, 'IMU_yaw': 3.65, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': -0.52, 'IMU_Acc_z': 10.08, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15059, 'Left_wheel_dist': -2736, 'Right_wheel_dist': -2771, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15159, 'Left_wheel_dist': -2789, 'Right_wheel_dist': -2818, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.38, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 10.09, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15259, 'Left_wheel_dist': -2840, 'Right_wheel_dist': -2871, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.58, 'IMU_Acc_y': -0.17, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15360, 'Left_wheel_dist': -2891, 'Right_wheel_dist': -2922, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.87, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 15459, 'Left_wheel_dist': -2940, 'Right_wheel_dist': -2973, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15558, 'Left_wheel_dist': -2990, 'Right_wheel_dist': -3019, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 9.94, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15657, 'Left_wheel_dist': -3037, 'Right_wheel_dist': -3075, 'IMU_roll': -0.02, 'IMU_pitch': 0.07, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.66, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 10.01, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15757, 'Left_wheel_dist': -3088, 'Right_wheel_dist': -3126, 'IMU_roll': -0.04, 'IMU_pitch': 0.04, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15857, 'Left_wheel_dist': -3139, 'Right_wheel_dist': -3172, 'IMU_roll': 0.01, 'IMU_pitch': 0.07, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.69, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 10.60, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15958, 'Left_wheel_dist': -3190, 'Right_wheel_dist': -3216, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.69, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.69, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16058, 'Left_wheel_dist': -3238, 'Right_wheel_dist': -3267, 'IMU_roll': -0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.90, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16158, 'Left_wheel_dist': -3289, 'Right_wheel_dist': -3320, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.45, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 10.08, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16258, 'Left_wheel_dist': -3338, 'Right_wheel_dist': -3367, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.27, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16358, 'Left_wheel_dist': -3389, 'Right_wheel_dist': -3416, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.71, 'IMU_Acc_x': -0.10, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.13, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16459, 'Left_wheel_dist': -3438, 'Right_wheel_dist': -3471, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.76, 'IMU_Acc_y': -0.17, 'IMU_Acc_z': 10.55, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16561, 'Left_wheel_dist': -3489, 'Right_wheel_dist': -3524, 'IMU_roll': -0.04, 'IMU_pitch': 0.01, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': -0.53, 'IMU_Acc_z': 9.67, 'Loop_dt': 21, 'Acc_Accu': 8}
{'Time': 16660, 'Left_wheel_dist': -3537, 'Right_wheel_dist': -3571, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16759, 'Left_wheel_dist': -3588, 'Right_wheel_dist': -3617, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.10, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16860, 'Left_wheel_dist': -3637, 'Right_wheel_dist': -3672, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.44, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.21, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16960, 'Left_wheel_dist': -3688, 'Right_wheel_dist': -3721, 'IMU_roll': -0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': -0.40, 'IMU_Acc_z': 9.70, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17060, 'Left_wheel_dist': -3739, 'Right_wheel_dist': -3770, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.46, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17161, 'Left_wheel_dist': -3787, 'Right_wheel_dist': -3818, 'IMU_roll': -0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 3.69, 'IMU_Acc_x': 0.53, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 10.19, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17260, 'Left_wheel_dist': -3836, 'Right_wheel_dist': -3874, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 3.70, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17359, 'Left_wheel_dist': -3887, 'Right_wheel_dist': -3925, 'IMU_roll': -0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': -0.47, 'IMU_Acc_z': 9.95, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17460, 'Left_wheel_dist': -3938, 'Right_wheel_dist': -3973, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.49, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.97, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17560, 'Left_wheel_dist': -3989, 'Right_wheel_dist': -4020, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.84, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17660, 'Left_wheel_dist': -4040, 'Right_wheel_dist': -4073, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.16, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 10.25, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17760, 'Left_wheel_dist': -4089, 'Right_wheel_dist': -4124, 'IMU_roll': -0.04, 'IMU_pitch': 0.05, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17860, 'Left_wheel_dist': -4137, 'Right_wheel_dist': -4173, 'IMU_roll': -0.04, 'IMU_pitch': 0.03, 'IMU_yaw': 3.67, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.84, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17959, 'Left_wheel_dist': -4186, 'Right_wheel_dist': -4224, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 10.20, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 18059, 'Left_wheel_dist': -4235, 'Right_wheel_dist': -4275, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 3.68, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.32, 'IMU_Acc_z': 9.51, 'Loop_dt': 19, 'Acc_Accu': 8}
