Wed Feb 10 13:35:23 2021
Program 10: 1s Stillstand, Rampe Rotation von +- 0-1 m/s innerhalb 2s, Stillstand
{'Time': 9652, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 1.69, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 1138}
{'Time': 11057, 'Left_wheel_dist': 19, 'Right_wheel_dist': -15, 'IMU_roll': 0.09, 'IMU_pitch': 0.02, 'IMU_yaw': 1.78, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 1.55, 'IMU_Acc_z': 9.72, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11156, 'Left_wheel_dist': 35, 'Right_wheel_dist': -35, 'IMU_roll': 0.09, 'IMU_pitch': -0.00, 'IMU_yaw': 1.86, 'IMU_Acc_x': 0.15, 'IMU_Acc_y': 0.97, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11255, 'Left_wheel_dist': 61, 'Right_wheel_dist': -59, 'IMU_roll': 0.08, 'IMU_pitch': 0.00, 'IMU_yaw': 2.01, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': 1.07, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11356, 'Left_wheel_dist': 92, 'Right_wheel_dist': -90, 'IMU_roll': 0.07, 'IMU_pitch': 0.04, 'IMU_yaw': 2.16, 'IMU_Acc_x': 0.67, 'IMU_Acc_y': 0.89, 'IMU_Acc_z': 10.03, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11456, 'Left_wheel_dist': 128, 'Right_wheel_dist': -128, 'IMU_roll': 0.08, 'IMU_pitch': 0.07, 'IMU_yaw': 2.31, 'IMU_Acc_x': 0.80, 'IMU_Acc_y': 0.72, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11556, 'Left_wheel_dist': 170, 'Right_wheel_dist': -168, 'IMU_roll': 0.07, 'IMU_pitch': 0.08, 'IMU_yaw': 2.50, 'IMU_Acc_x': 1.00, 'IMU_Acc_y': 0.94, 'IMU_Acc_z': 10.01, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11657, 'Left_wheel_dist': 219, 'Right_wheel_dist': -212, 'IMU_roll': 0.03, 'IMU_pitch': 0.08, 'IMU_yaw': 2.69, 'IMU_Acc_x': 0.74, 'IMU_Acc_y': 0.40, 'IMU_Acc_z': 9.72, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11756, 'Left_wheel_dist': 267, 'Right_wheel_dist': -263, 'IMU_roll': 0.06, 'IMU_pitch': 0.13, 'IMU_yaw': 2.92, 'IMU_Acc_x': 1.35, 'IMU_Acc_y': 0.94, 'IMU_Acc_z': 9.48, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11856, 'Left_wheel_dist': 321, 'Right_wheel_dist': -323, 'IMU_roll': 0.06, 'IMU_pitch': 0.15, 'IMU_yaw': 3.11, 'IMU_Acc_x': 1.74, 'IMU_Acc_y': 0.59, 'IMU_Acc_z': 9.42, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11956, 'Left_wheel_dist': 378, 'Right_wheel_dist': -383, 'IMU_roll': 0.09, 'IMU_pitch': 0.20, 'IMU_yaw': 3.34, 'IMU_Acc_x': 1.80, 'IMU_Acc_y': 0.73, 'IMU_Acc_z': 9.30, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12056, 'Left_wheel_dist': 438, 'Right_wheel_dist': -442, 'IMU_roll': 0.08, 'IMU_pitch': 0.22, 'IMU_yaw': 3.54, 'IMU_Acc_x': 2.51, 'IMU_Acc_y': 0.44, 'IMU_Acc_z': 10.26, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12157, 'Left_wheel_dist': 504, 'Right_wheel_dist': -518, 'IMU_roll': 0.11, 'IMU_pitch': 0.27, 'IMU_yaw': 3.77, 'IMU_Acc_x': 2.54, 'IMU_Acc_y': 0.78, 'IMU_Acc_z': 9.37, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12257, 'Left_wheel_dist': 575, 'Right_wheel_dist': -593, 'IMU_roll': 0.12, 'IMU_pitch': 0.28, 'IMU_yaw': 3.97, 'IMU_Acc_x': 3.14, 'IMU_Acc_y': 0.63, 'IMU_Acc_z': 9.98, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12357, 'Left_wheel_dist': 648, 'Right_wheel_dist': -673, 'IMU_roll': 0.14, 'IMU_pitch': 0.30, 'IMU_yaw': 4.19, 'IMU_Acc_x': 3.39, 'IMU_Acc_y': 0.80, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12459, 'Left_wheel_dist': 728, 'Right_wheel_dist': -763, 'IMU_roll': 0.16, 'IMU_pitch': 0.32, 'IMU_yaw': 4.44, 'IMU_Acc_x': 4.05, 'IMU_Acc_y': 0.64, 'IMU_Acc_z': 9.67, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12559, 'Left_wheel_dist': 814, 'Right_wheel_dist': -847, 'IMU_roll': 0.19, 'IMU_pitch': 0.32, 'IMU_yaw': 4.69, 'IMU_Acc_x': 4.43, 'IMU_Acc_y': 0.72, 'IMU_Acc_z': 9.71, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12658, 'Left_wheel_dist': 898, 'Right_wheel_dist': -949, 'IMU_roll': 0.21, 'IMU_pitch': 0.33, 'IMU_yaw': 4.96, 'IMU_Acc_x': 4.52, 'IMU_Acc_y': 0.69, 'IMU_Acc_z': 9.49, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12751, 'Left_wheel_dist': 934, 'Right_wheel_dist': -985, 'IMU_roll': 0.16, 'IMU_pitch': 0.28, 'IMU_yaw': 5.14, 'IMU_Acc_x': 2.98, 'IMU_Acc_y': -3.89, 'IMU_Acc_z': 10.24, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12851, 'Left_wheel_dist': 951, 'Right_wheel_dist': -1002, 'IMU_roll': 0.08, 'IMU_pitch': 0.24, 'IMU_yaw': 5.25, 'IMU_Acc_x': 1.34, 'IMU_Acc_y': -4.62, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12958, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1018, 'IMU_roll': -0.02, 'IMU_pitch': 0.22, 'IMU_yaw': 5.28, 'IMU_Acc_x': 2.35, 'IMU_Acc_y': -2.88, 'IMU_Acc_z': 9.12, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 13056, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1027, 'IMU_roll': -0.08, 'IMU_pitch': 0.17, 'IMU_yaw': 5.28, 'IMU_Acc_x': 1.51, 'IMU_Acc_y': -1.87, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 13152, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1031, 'IMU_roll': -0.05, 'IMU_pitch': 0.16, 'IMU_yaw': 5.31, 'IMU_Acc_x': 0.98, 'IMU_Acc_y': -0.64, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13256, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1031, 'IMU_roll': -0.01, 'IMU_pitch': 0.10, 'IMU_yaw': 5.33, 'IMU_Acc_x': 0.74, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 13353, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1029, 'IMU_roll': 0.03, 'IMU_pitch': 0.11, 'IMU_yaw': 5.38, 'IMU_Acc_x': 0.54, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 13458, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1029, 'IMU_roll': 0.03, 'IMU_pitch': 0.10, 'IMU_yaw': 5.41, 'IMU_Acc_x': 0.61, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 13553, 'Left_wheel_dist': 956, 'Right_wheel_dist': -1029, 'IMU_roll': 0.05, 'IMU_pitch': 0.10, 'IMU_yaw': 5.43, 'IMU_Acc_x': 0.62, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
