Wed Feb 10 13:33:09 2021
Program 7: 2s Stillstand, 3s Rotieren auf der Stelle bei +-0.5m/s Radgeschwindigkeit
{'Time': 9649, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.80, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 1141}
{'Time': 11145, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.80, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 11248, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.80, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11344, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.80, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 11448, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.81, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.89, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11553, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.80, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 11653, 'Left_wheel_dist': 35, 'Right_wheel_dist': -26, 'IMU_roll': 0.10, 'IMU_pitch': 0.02, 'IMU_yaw': 0.88, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 3.35, 'IMU_Acc_z': 9.94, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 11753, 'Left_wheel_dist': 81, 'Right_wheel_dist': -61, 'IMU_roll': 0.19, 'IMU_pitch': -0.02, 'IMU_yaw': 1.06, 'IMU_Acc_x': 1.21, 'IMU_Acc_y': 4.07, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11852, 'Left_wheel_dist': 132, 'Right_wheel_dist': -106, 'IMU_roll': 0.15, 'IMU_pitch': -0.02, 'IMU_yaw': 1.30, 'IMU_Acc_x': 1.56, 'IMU_Acc_y': 1.29, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 11953, 'Left_wheel_dist': 188, 'Right_wheel_dist': -150, 'IMU_roll': 0.08, 'IMU_pitch': 0.03, 'IMU_yaw': 1.49, 'IMU_Acc_x': 1.82, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 10.08, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12053, 'Left_wheel_dist': 247, 'Right_wheel_dist': -201, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.71, 'IMU_Acc_x': 1.40, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12153, 'Left_wheel_dist': 303, 'Right_wheel_dist': -250, 'IMU_roll': -0.05, 'IMU_pitch': 0.07, 'IMU_yaw': 1.95, 'IMU_Acc_x': 1.61, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12254, 'Left_wheel_dist': 360, 'Right_wheel_dist': -296, 'IMU_roll': -0.03, 'IMU_pitch': 0.14, 'IMU_yaw': 2.14, 'IMU_Acc_x': 1.78, 'IMU_Acc_y': 0.13, 'IMU_Acc_z': 8.93, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12353, 'Left_wheel_dist': 413, 'Right_wheel_dist': -345, 'IMU_roll': -0.08, 'IMU_pitch': 0.13, 'IMU_yaw': 2.37, 'IMU_Acc_x': 1.50, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.59, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12452, 'Left_wheel_dist': 469, 'Right_wheel_dist': -398, 'IMU_roll': -0.11, 'IMU_pitch': 0.15, 'IMU_yaw': 2.61, 'IMU_Acc_x': 1.79, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.99, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12553, 'Left_wheel_dist': 518, 'Right_wheel_dist': -449, 'IMU_roll': -0.12, 'IMU_pitch': 0.19, 'IMU_yaw': 2.85, 'IMU_Acc_x': 1.92, 'IMU_Acc_y': -0.95, 'IMU_Acc_z': 9.45, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 12653, 'Left_wheel_dist': 573, 'Right_wheel_dist': -493, 'IMU_roll': -0.12, 'IMU_pitch': 0.21, 'IMU_yaw': 3.12, 'IMU_Acc_x': 1.52, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 10.74, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12753, 'Left_wheel_dist': 624, 'Right_wheel_dist': -540, 'IMU_roll': -0.10, 'IMU_pitch': 0.25, 'IMU_yaw': 3.40, 'IMU_Acc_x': 1.54, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.40, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12854, 'Left_wheel_dist': 679, 'Right_wheel_dist': -595, 'IMU_roll': -0.07, 'IMU_pitch': 0.26, 'IMU_yaw': 3.63, 'IMU_Acc_x': 2.01, 'IMU_Acc_y': -0.45, 'IMU_Acc_z': 10.72, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 12954, 'Left_wheel_dist': 732, 'Right_wheel_dist': -642, 'IMU_roll': -0.03, 'IMU_pitch': 0.27, 'IMU_yaw': 3.87, 'IMU_Acc_x': 1.73, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 8.29, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13054, 'Left_wheel_dist': 783, 'Right_wheel_dist': -690, 'IMU_roll': 0.01, 'IMU_pitch': 0.20, 'IMU_yaw': 4.03, 'IMU_Acc_x': 1.83, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13154, 'Left_wheel_dist': 839, 'Right_wheel_dist': -741, 'IMU_roll': 0.03, 'IMU_pitch': 0.23, 'IMU_yaw': 4.27, 'IMU_Acc_x': 1.85, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.68, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13255, 'Left_wheel_dist': 889, 'Right_wheel_dist': -799, 'IMU_roll': 0.03, 'IMU_pitch': 0.24, 'IMU_yaw': 4.49, 'IMU_Acc_x': 2.01, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 10.06, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13357, 'Left_wheel_dist': 945, 'Right_wheel_dist': -850, 'IMU_roll': 0.04, 'IMU_pitch': 0.26, 'IMU_yaw': 4.70, 'IMU_Acc_x': 1.97, 'IMU_Acc_y': -0.34, 'IMU_Acc_z': 9.84, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13449, 'Left_wheel_dist': 989, 'Right_wheel_dist': -894, 'IMU_roll': 0.04, 'IMU_pitch': 0.24, 'IMU_yaw': 4.86, 'IMU_Acc_x': 1.96, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 10.25, 'Loop_dt': 20, 'Acc_Accu': 7}
{'Time': 13550, 'Left_wheel_dist': 1047, 'Right_wheel_dist': -943, 'IMU_roll': 0.06, 'IMU_pitch': 0.25, 'IMU_yaw': 5.06, 'IMU_Acc_x': 1.91, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.48, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13651, 'Left_wheel_dist': 1098, 'Right_wheel_dist': -996, 'IMU_roll': 0.07, 'IMU_pitch': 0.23, 'IMU_yaw': 5.25, 'IMU_Acc_x': 1.96, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.95, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13750, 'Left_wheel_dist': 1151, 'Right_wheel_dist': -1044, 'IMU_roll': 0.10, 'IMU_pitch': 0.23, 'IMU_yaw': 5.44, 'IMU_Acc_x': 2.02, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.74, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13850, 'Left_wheel_dist': 1197, 'Right_wheel_dist': -1093, 'IMU_roll': 0.10, 'IMU_pitch': 0.22, 'IMU_yaw': 5.61, 'IMU_Acc_x': 2.15, 'IMU_Acc_y': -0.38, 'IMU_Acc_z': 10.48, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13950, 'Left_wheel_dist': 1253, 'Right_wheel_dist': -1142, 'IMU_roll': 0.10, 'IMU_pitch': 0.19, 'IMU_yaw': 5.77, 'IMU_Acc_x': 1.80, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 10.01, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14050, 'Left_wheel_dist': 1299, 'Right_wheel_dist': -1195, 'IMU_roll': 0.10, 'IMU_pitch': 0.18, 'IMU_yaw': 5.93, 'IMU_Acc_x': 1.80, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14150, 'Left_wheel_dist': 1352, 'Right_wheel_dist': -1248, 'IMU_roll': 0.10, 'IMU_pitch': 0.18, 'IMU_yaw': 6.09, 'IMU_Acc_x': 2.05, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.92, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14251, 'Left_wheel_dist': 1403, 'Right_wheel_dist': -1297, 'IMU_roll': 0.09, 'IMU_pitch': 0.17, 'IMU_yaw': 6.24, 'IMU_Acc_x': 1.99, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.81, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14349, 'Left_wheel_dist': 1454, 'Right_wheel_dist': -1343, 'IMU_roll': 0.09, 'IMU_pitch': 0.18, 'IMU_yaw': 0.11, 'IMU_Acc_x': 2.08, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 10.01, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14457, 'Left_wheel_dist': 1509, 'Right_wheel_dist': -1401, 'IMU_roll': 0.07, 'IMU_pitch': 0.18, 'IMU_yaw': 0.27, 'IMU_Acc_x': 2.01, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 10.10, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 14555, 'Left_wheel_dist': 1560, 'Right_wheel_dist': -1447, 'IMU_roll': 0.06, 'IMU_pitch': 0.17, 'IMU_yaw': 0.41, 'IMU_Acc_x': 1.84, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 10.15, 'Loop_dt': 19, 'Acc_Accu': 8}
