Mon Feb  8 15:08:54 2021
Program 2: 10s Rotieren auf der Stelle bei +-0.5m/s Radgeschwindigkeit
{'Time': 9643, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.71, 'IMU_Acc_x': 0.46, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 9.88, 'Loop_dt': 20, 'Acc_Accu': 1141}
{'Time': 13040, 'Left_wheel_dist': 1764, 'Right_wheel_dist': -1675, 'IMU_roll': 0.02, 'IMU_pitch': 0.16, 'IMU_yaw': 3.32, 'IMU_Acc_x': 1.75, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 10.01, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13140, 'Left_wheel_dist': 1815, 'Right_wheel_dist': -1722, 'IMU_roll': 0.01, 'IMU_pitch': 0.16, 'IMU_yaw': 3.43, 'IMU_Acc_x': 1.48, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13240, 'Left_wheel_dist': 1870, 'Right_wheel_dist': -1775, 'IMU_roll': 0.02, 'IMU_pitch': 0.15, 'IMU_yaw': 3.55, 'IMU_Acc_x': 1.55, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.34, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13341, 'Left_wheel_dist': 1921, 'Right_wheel_dist': -1826, 'IMU_roll': -0.00, 'IMU_pitch': 0.18, 'IMU_yaw': 3.65, 'IMU_Acc_x': 1.64, 'IMU_Acc_y': -0.41, 'IMU_Acc_z': 9.61, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13442, 'Left_wheel_dist': 1977, 'Right_wheel_dist': -1875, 'IMU_roll': 0.02, 'IMU_pitch': 0.16, 'IMU_yaw': 3.76, 'IMU_Acc_x': 1.67, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.85, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13541, 'Left_wheel_dist': 2025, 'Right_wheel_dist': -1926, 'IMU_roll': -0.01, 'IMU_pitch': 0.18, 'IMU_yaw': 3.86, 'IMU_Acc_x': 1.79, 'IMU_Acc_y': -0.45, 'IMU_Acc_z': 10.46, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13641, 'Left_wheel_dist': 2074, 'Right_wheel_dist': -1981, 'IMU_roll': -0.01, 'IMU_pitch': 0.18, 'IMU_yaw': 3.95, 'IMU_Acc_x': 1.85, 'IMU_Acc_y': -0.28, 'IMU_Acc_z': 9.73, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13742, 'Left_wheel_dist': 2120, 'Right_wheel_dist': -2032, 'IMU_roll': 0.01, 'IMU_pitch': 0.20, 'IMU_yaw': 4.07, 'IMU_Acc_x': 2.12, 'IMU_Acc_y': -0.35, 'IMU_Acc_z': 10.12, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 13841, 'Left_wheel_dist': 2174, 'Right_wheel_dist': -2076, 'IMU_roll': 0.01, 'IMU_pitch': 0.15, 'IMU_yaw': 4.19, 'IMU_Acc_x': 1.58, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.84, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 13941, 'Left_wheel_dist': 2222, 'Right_wheel_dist': -2125, 'IMU_roll': 0.03, 'IMU_pitch': 0.17, 'IMU_yaw': 4.30, 'IMU_Acc_x': 1.77, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14042, 'Left_wheel_dist': 2275, 'Right_wheel_dist': -2176, 'IMU_roll': 0.03, 'IMU_pitch': 0.16, 'IMU_yaw': 4.43, 'IMU_Acc_x': 1.87, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14142, 'Left_wheel_dist': 2324, 'Right_wheel_dist': -2229, 'IMU_roll': 0.00, 'IMU_pitch': 0.18, 'IMU_yaw': 4.55, 'IMU_Acc_x': 2.11, 'IMU_Acc_y': -0.33, 'IMU_Acc_z': 10.16, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 14242, 'Left_wheel_dist': 2375, 'Right_wheel_dist': -2278, 'IMU_roll': 0.02, 'IMU_pitch': 0.18, 'IMU_yaw': 4.69, 'IMU_Acc_x': 1.92, 'IMU_Acc_y': -0.18, 'IMU_Acc_z': 8.29, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14344, 'Left_wheel_dist': 2426, 'Right_wheel_dist': -2329, 'IMU_roll': 0.03, 'IMU_pitch': 0.17, 'IMU_yaw': 4.83, 'IMU_Acc_x': 1.84, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.69, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14454, 'Left_wheel_dist': 2483, 'Right_wheel_dist': -2388, 'IMU_roll': 0.01, 'IMU_pitch': 0.16, 'IMU_yaw': 4.98, 'IMU_Acc_x': 1.96, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 14546, 'Left_wheel_dist': 2526, 'Right_wheel_dist': -2437, 'IMU_roll': 0.00, 'IMU_pitch': 0.18, 'IMU_yaw': 5.11, 'IMU_Acc_x': 2.16, 'IMU_Acc_y': -0.35, 'IMU_Acc_z': 8.97, 'Loop_dt': 19, 'Acc_Accu': 7}
{'Time': 14646, 'Left_wheel_dist': 2576, 'Right_wheel_dist': -2481, 'IMU_roll': 0.03, 'IMU_pitch': 0.16, 'IMU_yaw': 5.25, 'IMU_Acc_x': 1.91, 'IMU_Acc_y': 0.27, 'IMU_Acc_z': 9.98, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14754, 'Left_wheel_dist': 2630, 'Right_wheel_dist': -2534, 'IMU_roll': 0.03, 'IMU_pitch': 0.17, 'IMU_yaw': 5.41, 'IMU_Acc_x': 1.99, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 14855, 'Left_wheel_dist': 2681, 'Right_wheel_dist': -2588, 'IMU_roll': 0.03, 'IMU_pitch': 0.18, 'IMU_yaw': 5.56, 'IMU_Acc_x': 1.80, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.68, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 14955, 'Left_wheel_dist': 2731, 'Right_wheel_dist': -2636, 'IMU_roll': 0.02, 'IMU_pitch': 0.18, 'IMU_yaw': 5.71, 'IMU_Acc_x': 2.08, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 10.14, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15055, 'Left_wheel_dist': 2782, 'Right_wheel_dist': -2685, 'IMU_roll': 0.03, 'IMU_pitch': 0.19, 'IMU_yaw': 5.87, 'IMU_Acc_x': 1.93, 'IMU_Acc_y': 0.25, 'IMU_Acc_z': 9.21, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15156, 'Left_wheel_dist': 2831, 'Right_wheel_dist': -2736, 'IMU_roll': 0.03, 'IMU_pitch': 0.19, 'IMU_yaw': 6.03, 'IMU_Acc_x': 1.99, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.88, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 15255, 'Left_wheel_dist': 2880, 'Right_wheel_dist': -2789, 'IMU_roll': 0.05, 'IMU_pitch': 0.20, 'IMU_yaw': 6.19, 'IMU_Acc_x': 1.90, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.72, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15354, 'Left_wheel_dist': 2928, 'Right_wheel_dist': -2838, 'IMU_roll': 0.06, 'IMU_pitch': 0.18, 'IMU_yaw': 0.08, 'IMU_Acc_x': 1.90, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 10.08, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15455, 'Left_wheel_dist': 2977, 'Right_wheel_dist': -2884, 'IMU_roll': 0.05, 'IMU_pitch': 0.16, 'IMU_yaw': 0.25, 'IMU_Acc_x': 1.66, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 10.01, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 15555, 'Left_wheel_dist': 3026, 'Right_wheel_dist': -2931, 'IMU_roll': 0.08, 'IMU_pitch': 0.17, 'IMU_yaw': 0.42, 'IMU_Acc_x': 1.84, 'IMU_Acc_y': 0.44, 'IMU_Acc_z': 9.07, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15655, 'Left_wheel_dist': 3079, 'Right_wheel_dist': -2982, 'IMU_roll': 0.09, 'IMU_pitch': 0.14, 'IMU_yaw': 0.61, 'IMU_Acc_x': 1.68, 'IMU_Acc_y': 0.44, 'IMU_Acc_z': 9.92, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15755, 'Left_wheel_dist': 3128, 'Right_wheel_dist': -3030, 'IMU_roll': 0.07, 'IMU_pitch': 0.12, 'IMU_yaw': 0.80, 'IMU_Acc_x': 1.80, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15855, 'Left_wheel_dist': 3179, 'Right_wheel_dist': -3079, 'IMU_roll': 0.06, 'IMU_pitch': 0.11, 'IMU_yaw': 1.01, 'IMU_Acc_x': 1.53, 'IMU_Acc_y': 0.36, 'IMU_Acc_z': 9.72, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 15954, 'Left_wheel_dist': 3227, 'Right_wheel_dist': -3130, 'IMU_roll': 0.05, 'IMU_pitch': 0.10, 'IMU_yaw': 1.24, 'IMU_Acc_x': 1.66, 'IMU_Acc_y': 0.35, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16054, 'Left_wheel_dist': 3278, 'Right_wheel_dist': -3183, 'IMU_roll': 0.03, 'IMU_pitch': 0.10, 'IMU_yaw': 1.48, 'IMU_Acc_x': 1.77, 'IMU_Acc_y': 0.31, 'IMU_Acc_z': 9.69, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16154, 'Left_wheel_dist': 3327, 'Right_wheel_dist': -3234, 'IMU_roll': 0.00, 'IMU_pitch': 0.11, 'IMU_yaw': 1.72, 'IMU_Acc_x': 1.84, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.52, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16254, 'Left_wheel_dist': 3378, 'Right_wheel_dist': -3283, 'IMU_roll': -0.02, 'IMU_pitch': 0.09, 'IMU_yaw': 1.98, 'IMU_Acc_x': 1.49, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16354, 'Left_wheel_dist': 3429, 'Right_wheel_dist': -3331, 'IMU_roll': -0.01, 'IMU_pitch': 0.12, 'IMU_yaw': 2.24, 'IMU_Acc_x': 1.70, 'IMU_Acc_y': 0.17, 'IMU_Acc_z': 10.09, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16454, 'Left_wheel_dist': 3482, 'Right_wheel_dist': -3382, 'IMU_roll': -0.04, 'IMU_pitch': 0.14, 'IMU_yaw': 2.49, 'IMU_Acc_x': 1.57, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16553, 'Left_wheel_dist': 3533, 'Right_wheel_dist': -3431, 'IMU_roll': -0.02, 'IMU_pitch': 0.16, 'IMU_yaw': 2.72, 'IMU_Acc_x': 1.54, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16652, 'Left_wheel_dist': 3584, 'Right_wheel_dist': -3478, 'IMU_roll': -0.01, 'IMU_pitch': 0.14, 'IMU_yaw': 2.92, 'IMU_Acc_x': 1.47, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.69, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 16752, 'Left_wheel_dist': 3635, 'Right_wheel_dist': -3526, 'IMU_roll': -0.00, 'IMU_pitch': 0.13, 'IMU_yaw': 3.12, 'IMU_Acc_x': 1.46, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 16854, 'Left_wheel_dist': 3686, 'Right_wheel_dist': -3582, 'IMU_roll': 0.02, 'IMU_pitch': 0.17, 'IMU_yaw': 3.26, 'IMU_Acc_x': 1.75, 'IMU_Acc_y': -0.32, 'IMU_Acc_z': 9.97, 'Loop_dt': 21, 'Acc_Accu': 8}
{'Time': 16953, 'Left_wheel_dist': 3734, 'Right_wheel_dist': -3630, 'IMU_roll': 0.02, 'IMU_pitch': 0.15, 'IMU_yaw': 3.35, 'IMU_Acc_x': 1.61, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.73, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17054, 'Left_wheel_dist': 3785, 'Right_wheel_dist': -3677, 'IMU_roll': 0.00, 'IMU_pitch': 0.14, 'IMU_yaw': 3.47, 'IMU_Acc_x': 1.27, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.89, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17154, 'Left_wheel_dist': 3836, 'Right_wheel_dist': -3723, 'IMU_roll': 0.03, 'IMU_pitch': 0.16, 'IMU_yaw': 3.60, 'IMU_Acc_x': 1.67, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 10.62, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17252, 'Left_wheel_dist': 3887, 'Right_wheel_dist': -3776, 'IMU_roll': 0.01, 'IMU_pitch': 0.16, 'IMU_yaw': 3.69, 'IMU_Acc_x': 1.51, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.59, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17351, 'Left_wheel_dist': 3938, 'Right_wheel_dist': -3827, 'IMU_roll': 0.01, 'IMU_pitch': 0.17, 'IMU_yaw': 3.80, 'IMU_Acc_x': 1.75, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17452, 'Left_wheel_dist': 3987, 'Right_wheel_dist': -3876, 'IMU_roll': 0.00, 'IMU_pitch': 0.18, 'IMU_yaw': 3.89, 'IMU_Acc_x': 1.91, 'IMU_Acc_y': -0.27, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17551, 'Left_wheel_dist': 4038, 'Right_wheel_dist': -3927, 'IMU_roll': 0.01, 'IMU_pitch': 0.17, 'IMU_yaw': 4.00, 'IMU_Acc_x': 1.75, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17652, 'Left_wheel_dist': 4086, 'Right_wheel_dist': -3982, 'IMU_roll': 0.00, 'IMU_pitch': 0.18, 'IMU_yaw': 4.11, 'IMU_Acc_x': 1.93, 'IMU_Acc_y': -0.40, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 8}
{'Time': 17753, 'Left_wheel_dist': 4135, 'Right_wheel_dist': -4035, 'IMU_roll': 0.02, 'IMU_pitch': 0.19, 'IMU_yaw': 4.22, 'IMU_Acc_x': 1.93, 'IMU_Acc_y': -0.17, 'IMU_Acc_z': 9.92, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17852, 'Left_wheel_dist': 4186, 'Right_wheel_dist': -4082, 'IMU_roll': 0.02, 'IMU_pitch': 0.17, 'IMU_yaw': 4.35, 'IMU_Acc_x': 1.82, 'IMU_Acc_y': -0.29, 'IMU_Acc_z': 9.84, 'Loop_dt': 20, 'Acc_Accu': 8}
{'Time': 17952, 'Left_wheel_dist': 4237, 'Right_wheel_dist': -4133, 'IMU_roll': 0.02, 'IMU_pitch': 0.16, 'IMU_yaw': 4.47, 'IMU_Acc_x': 1.95, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 8}
